symbol,longName,quoteType,currency,search_country,marketCap,Market_Cap,name
2800.HK,Tracker Fund of Hong Kong,EQUITY,HKD,hongkong,"{'raw': 64697794560, 'fmt': '64.698B', 'longFmt': '64,697,794,560'}",8246600341,"tracker,fund"
0017.HK,New World Development Company Limited,EQUITY,HKD,hongkong,"{'raw': 64677392384, 'fmt': '64.677B', 'longFmt': '64,677,392,384'}",8243999811,"new,world,development"
3323.HK,China National Building Material Company Limited,EQUITY,HKD,hongkong,"{'raw': 63935553536, 'fmt': '63.936B', 'longFmt': '63,935,553,536'}",8149442515,"china,national"
2607.HK,"Shanghai Pharmaceuticals Holding Co., Ltd",EQUITY,HKD,hongkong,"{'raw': 63364886528, 'fmt': '63.365B', 'longFmt': '63,364,886,528'}",8076703362,"shanghai,pharmaceuticals"
2208.HK,"Xinjiang Goldwind Science & Technology Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 62371192832, 'fmt': '62.371B', 'longFmt': '62,371,192,832'}",7950043793,goldwind
2007.HK,Country Garden Holdings Company Limited,EQUITY,HKD,hongkong,"{'raw': 61962788864, 'fmt': '61.963B', 'longFmt': '61,962,788,864'}",7897987238,"country,garden"
1072.HK,Dongfang Electric Corporation Limited,EQUITY,HKD,hongkong,"{'raw': 62132191232, 'fmt': '62.132B', 'longFmt': '62,132,191,232'}",7919579839,dongfang
1308.HK,SITC International Holdings Company Limited,EQUITY,HKD,hongkong,"{'raw': 61426503680, 'fmt': '61.427B', 'longFmt': '61,426,503,680'}",7829630510,sitc
0868.HK,Xinyi Glass Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 61325668352, 'fmt': '61.326B', 'longFmt': '61,325,668,352'}",7816777697,"xinyi,glass"
1071.HK,Huadian Power International Corporation Limited,EQUITY,HKD,hongkong,"{'raw': 59331887104, 'fmt': '59.332B', 'longFmt': '59,331,887,104'}",7562643576,"huadian,power"
0384.HK,China Gas Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 58973286400, 'fmt': '58.973B', 'longFmt': '58,973,286,400'}",7516935114,"china,gas"
0135.HK,Kunlun Energy Company Limited,EQUITY,HKD,hongkong,"{'raw': 58101891072, 'fmt': '58.102B', 'longFmt': '58,101,891,072'}",7405864110,"kunlun,energy"
2638.HK,HK Electric Investments and HK Electric Investments Limited,EQUITY,HKD,hongkong,"{'raw': 57877114880, 'fmt': '57.877B', 'longFmt': '57,877,114,880'}",7377213374,"hk,electric"
0101.HK,Hang Lung Properties Limited,EQUITY,HKD,hongkong,"{'raw': 57677176832, 'fmt': '57.677B', 'longFmt': '57,677,176,832'}",7351728593,"hang,lung"
6186.HK,China Feihe Limited,EQUITY,HKD,hongkong,"{'raw': 57090940928, 'fmt': '57.091B', 'longFmt': '57,090,940,928'}",7277004976,feihe
6066.HK,"CSC Financial Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 57011744768, 'fmt': '57.012B', 'longFmt': '57,011,744,768'}",7266910365,"csc,financial"
0991.HK,"Datang International Power Generation Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 55728001024, 'fmt': '55.728B', 'longFmt': '55,728,001,024'}",7103280033,"datang,international"
1385.HK,Shanghai Fudan Microelectronics Group Company Limited,EQUITY,HKD,hongkong,"{'raw': 55406108672, 'fmt': '55.406B', 'longFmt': '55,406,108,672'}",7062250542,fudan
0358.HK,Jiangxi Copper Company Limited,EQUITY,HKD,hongkong,"{'raw': 55022010368, 'fmt': '55.022B', 'longFmt': '55,022,010,368'}",7013292069,"jiangxi,copper"
1099.HK,Sinopharm Group Co. Ltd.,EQUITY,HKD,hongkong,"{'raw': 54299484160, 'fmt': '54.299B', 'longFmt': '54,299,484,160'}",6921196428,sinopharm
0293.HK,Cathay Pacific Airways Limited,EQUITY,HKD,hongkong,"{'raw': 54523084800, 'fmt': '54.523B', 'longFmt': '54,523,084,800'}",6949697324,"cathay,pacific"
1548.HK,Genscript Biotech Corporation,EQUITY,HKD,hongkong,"{'raw': 54379364352, 'fmt': '54.379B', 'longFmt': '54,379,364,352'}",6931378228,genscript
1157.HK,"Zoomlion Heavy Industry Science and Technology Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 54249926656, 'fmt': '54.25B', 'longFmt': '54,249,926,656'}",6914879660,zoomlion
2066.HK,"Shengjing Bank Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 52780081152, 'fmt': '52.78B', 'longFmt': '52,780,081,152'}",6727528167,shengjing
0268.HK,Kingdee International Software Group Company Limited,EQUITY,HKD,hongkong,"{'raw': 52454834176, 'fmt': '52.455B', 'longFmt': '52,454,834,176'}",6686071084,kingdee
1877.HK,"Shanghai Junshi Biosciences Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 50385682432, 'fmt': '50.386B', 'longFmt': '50,385,682,432'}",6422329984,junshi
9889.HK,"Dongguan Rural Commercial Bank Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 50424184832, 'fmt': '50.424B', 'longFmt': '50,424,184,832'}",6427237631,"dongguan,rural"
2380.HK,China Power International Development Limited,EQUITY,HKD,hongkong,"{'raw': 48966967296, 'fmt': '48.967B', 'longFmt': '48,966,967,296'}",6241495741,"china,power"
1801.HK,"Innovent Biologics, Inc.",EQUITY,HKD,hongkong,"{'raw': 48980684800, 'fmt': '48.981B', 'longFmt': '48,980,684,800'}",6243244221,innovent
1585.HK,Yadea Group Holdings Ltd.,EQUITY,HKD,hongkong,"{'raw': 48469315584, 'fmt': '48.469B', 'longFmt': '48,469,315,584'}",6178063366,yadea
3799.HK,Dali Foods Group Company Limited,EQUITY,HKD,hongkong,"{'raw': 48340172800, 'fmt': '48.34B', 'longFmt': '48,340,172,800'}",6161602389,"dali,foods"
0874.HK,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited,EQUITY,HKD,hongkong,"{'raw': 47809519616, 'fmt': '47.81B', 'longFmt': '47,809,519,616'}",6093963534,baiyunshan
3998.HK,Bosideng International Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 47788658688, 'fmt': '47.789B', 'longFmt': '47,788,658,688'}",6091304529,bosideng
0270.HK,Guangdong Investment Limited,EQUITY,HKD,hongkong,"{'raw': 47399194624, 'fmt': '47.399B', 'longFmt': '47,399,194,624'}",6041662119,"guangdong,investment"
3948.HK,"Inner Mongolia Yitai Coal Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 47141322752, 'fmt': '47.141B', 'longFmt': '47,141,322,752'}",6008792895,yitai
3311.HK,China State Construction International Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 46849867776, 'fmt': '46.85B', 'longFmt': '46,849,867,776'}",5971643055,"china,state,construction"
2588.HK,BOC Aviation Limited,EQUITY,HKD,hongkong,"{'raw': 45180047360, 'fmt': '45.18B', 'longFmt': '45,180,047,360'}",5758802081,"boc,aviation"
6127.HK,"Joinn Laboratories(China)Co.,Ltd.",EQUITY,HKD,hongkong,"{'raw': 44279926784, 'fmt': '44.28B', 'longFmt': '44,279,926,784'}",5644069660,joinn
1044.HK,Hengan International Group Company Limited,EQUITY,HKD,hongkong,"{'raw': 43870027776, 'fmt': '43.87B', 'longFmt': '43,870,027,776'}",5591822542,hengan
0489.HK,Dongfeng Motor Group Company Limited,EQUITY,HKD,hongkong,"{'raw': 43683733504, 'fmt': '43.684B', 'longFmt': '43,683,733,504'}",5568076842,"dongfeng,motor"
1066.HK,Shandong Weigao Group Medical Polymer Company Limited,EQUITY,HKD,hongkong,"{'raw': 43595264000, 'fmt': '43.595B', 'longFmt': '43,595,264,000'}",5556800219,weigao
3618.HK,"Chongqing Rural Commercial Bank Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 43027628032, 'fmt': '43.028B', 'longFmt': '43,027,628,032'}",5484447413,"chongqing,rural"
3668.HK,Yancoal Australia Ltd,EQUITY,HKD,hongkong,"{'raw': 42562486272, 'fmt': '42.562B', 'longFmt': '42,562,486,272'}",5425158867,yancoal
1359.HK,"China Cinda Asset Management Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 42362597376, 'fmt': '42.363B', 'longFmt': '42,362,597,376'}",5399680350,"china,cinda"
0177.HK,Jiangsu Expressway Company Limited,EQUITY,HKD,hongkong,"{'raw': 41966092288, 'fmt': '41.966B', 'longFmt': '41,966,092,288'}",5349140466,"jiangsu,expressway"
0696.HK,TravelSky Technology Limited,EQUITY,HKD,hongkong,"{'raw': 40908414976, 'fmt': '40.908B', 'longFmt': '40,908,414,976'}",5214325329,travelsky
2880.HK,"Liaoning Port Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 39492042752, 'fmt': '39.492B', 'longFmt': '39,492,042,752'}",5033789721,"liaoning,port"
9698.HK,GDS Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 39330291712, 'fmt': '39.33B', 'longFmt': '39,330,291,712'}",5013172385,"gds,holdings"
0956.HK,China Suntien Green Energy Corporation Limited,EQUITY,HKD,hongkong,"{'raw': 38846242816, 'fmt': '38.846B', 'longFmt': '38,846,242,816'}",4951473871,suntien
6110.HK,Topsports International Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 38447562752, 'fmt': '38.448B', 'longFmt': '38,447,562,752'}",4900656757,topsports
3900.HK,Greentown China Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 37657161728, 'fmt': '37.657B', 'longFmt': '37,657,161,728'}",4799909562,"greentown,china"
6198.HK,"Qingdao Port International Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 37470892032, 'fmt': '37.471B', 'longFmt': '37,470,892,032'}",4776166995,"qingdao,port"
6680.HK,"JL Mag Rare-Earth Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 37388472320, 'fmt': '37.388B', 'longFmt': '37,388,472,320'}",4765661499,"jl,mag"
0780.HK,Tongcheng Travel Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 37257191424, 'fmt': '37.257B', 'longFmt': '37,257,191,424'}",4748927990,tongcheng
0973.HK,L'Occitane International S.A.,EQUITY,HKD,hongkong,"{'raw': 36679995392, 'fmt': '36.68B', 'longFmt': '36,679,995,392'}",4675356626,l'occitane
9901.HK,New Oriental Education & Technology Group Inc.,EQUITY,HKD,hongkong,"{'raw': 36145459200, 'fmt': '36.145B', 'longFmt': '36,145,459,200'}",4607222830,"new,oriental"
6199.HK,"Bank of Guizhou Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 35011203072, 'fmt': '35.011B', 'longFmt': '35,011,203,072'}",4462646697,guizhou
9898.HK,Weibo Corporation,EQUITY,HKD,hongkong,"{'raw': 34916552704, 'fmt': '34.917B', 'longFmt': '34,916,552,704'}",4450582240,"weibo,corporation"
9688.HK,Zai Lab Limited,EQUITY,HKD,hongkong,"{'raw': 34610724864, 'fmt': '34.611B', 'longFmt': '34,610,724,864'}",4411600386,zai
3698.HK,Huishang Bank Corporation Limited,EQUITY,HKD,hongkong,"{'raw': 34585604096, 'fmt': '34.586B', 'longFmt': '34,585,604,096'}",4408398408,huishang
6655.HK,"Huaxin Cement Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 34455498752, 'fmt': '34.455B', 'longFmt': '34,455,498,752'}",4391814739,huaxin
2518.HK,Autohome Inc.,EQUITY,HKD,hongkong,"{'raw': 34424438784, 'fmt': '34.424B', 'longFmt': '34,424,438,784'}",4387855730,autohome
6993.HK,Blue Moon Group Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 33698449408, 'fmt': '33.698B', 'longFmt': '33,698,449,408'}",4295318662,"blue,moon"
1456.HK,"Guolian Securities Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 33086240768, 'fmt': '33.086B', 'longFmt': '33,086,240,768'}",4217284472,guolian
0772.HK,China Literature Limited,EQUITY,HKD,hongkong,"{'raw': 32430051328, 'fmt': '32.43B', 'longFmt': '32,430,051,328'}",4133644341,"china,literature"
1033.HK,Sinopec Oilfield Service Corporation,EQUITY,HKD,hongkong,"{'raw': 32364308480, 'fmt': '32.364B', 'longFmt': '32,364,308,480'}",4125264534,sinopec
0853.HK,MicroPort Scientific Corporation,EQUITY,HKD,hongkong,"{'raw': 32300103680, 'fmt': '32.3B', 'longFmt': '32,300,103,680'}",4117080773,microport
6060.HK,"ZhongAn Online P & C Insurance Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 31747897344, 'fmt': '31.748B', 'longFmt': '31,747,897,344'}",4046694680,zhongan
2255.HK,Haichang Ocean Park Holdings Ltd.,EQUITY,HKD,hongkong,"{'raw': 31644600320, 'fmt': '31.645B', 'longFmt': '31,644,600,320'}",4033528091,haichang
3888.HK,Kingsoft Corporation Limited,EQUITY,HKD,hongkong,"{'raw': 31597240320, 'fmt': '31.597B', 'longFmt': '31,597,240,320'}",4027491425,kingsoft
9878.HK,"Huitongda Network Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 31532046336, 'fmt': '31.532B', 'longFmt': '31,532,046,336'}",4019181578,huitongda
1216.HK,"Zhongyuan Bank Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 31432828928, 'fmt': '31.433B', 'longFmt': '31,432,828,928'}",4006534991,zhongyuan
1347.HK,Hua Hong Semiconductor Limited,EQUITY,HKD,hongkong,"{'raw': 31358679040, 'fmt': '31.359B', 'longFmt': '31,358,679,040'}",3997083595,"hua,hong"
0008.HK,PCCW Limited,EQUITY,HKD,hongkong,"{'raw': 31035957248, 'fmt': '31.036B', 'longFmt': '31,035,957,248'}",3955948381,pccw
0347.HK,Angang Steel Company Limited,EQUITY,HKD,hongkong,"{'raw': 30886912000, 'fmt': '30.887B', 'longFmt': '30,886,912,000'}",3936950568,"angang,steel"
0659.HK,NWS Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 30188519424, 'fmt': '30.189B', 'longFmt': '30,188,519,424'}",3847931081,"nws,holdings"
2357.HK,AviChina Industry & Technology Company Limited,EQUITY,HKD,hongkong,"{'raw': 30305525760, 'fmt': '30.306B', 'longFmt': '30,305,525,760'}",3862845106,avichina
2689.HK,Nine Dragons Paper (Holdings) Limited,EQUITY,HKD,hongkong,"{'raw': 30030206976, 'fmt': '30.03B', 'longFmt': '30,030,206,976'}",3827752039,"nine,dragons"
2128.HK,China Lesso Group Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 30031425536, 'fmt': '30.031B', 'longFmt': '30,031,425,536'}",3827907361,lesso
0123.HK,Yuexiu Property Company Limited,EQUITY,HKD,hongkong,"{'raw': 30004697088, 'fmt': '30.005B', 'longFmt': '30,004,697,088'}",3824500463,yuexiu
0392.HK,Beijing Enterprises Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 29765500928, 'fmt': '29.766B', 'longFmt': '29,765,500,928'}",3794011709,"beijing,enterprises"
1513.HK,Livzon Pharmaceutical Group Inc.,EQUITY,HKD,hongkong,"{'raw': 29495740416, 'fmt': '29.496B', 'longFmt': '29,495,740,416'}",3759627119,livzon
0586.HK,China Conch Venture Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 29442957312, 'fmt': '29.443B', 'longFmt': '29,442,957,312'}",3752899205,"china,conch"
0636.HK,Kerry Logistics Network Limited,EQUITY,HKD,hongkong,"{'raw': 29424799744, 'fmt': '29.425B', 'longFmt': '29,424,799,744'}",3750584780,"kerry,logistics"
1691.HK,JS Global Lifestyle Company Limited,EQUITY,HKD,hongkong,"{'raw': 29424615424, 'fmt': '29.425B', 'longFmt': '29,424,615,424'}",3750561286,"js,global"
1882.HK,Haitian International Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 29047201792, 'fmt': '29.047B', 'longFmt': '29,047,201,792'}",3702454865,"haitian,international"
0966.HK,China Taiping Insurance Holdings Company Limited,EQUITY,HKD,hongkong,"{'raw': 28970479616, 'fmt': '28.97B', 'longFmt': '28,970,479,616'}",3692675596,"china,taiping"
6185.HK,CanSino Biologics Inc.,EQUITY,HKD,hongkong,"{'raw': 28991610880, 'fmt': '28.992B', 'longFmt': '28,991,610,880'}",3695369058,cansino
0220.HK,Uni-President China Holdings Ltd,EQUITY,HKD,hongkong,"{'raw': 28896317440, 'fmt': '28.896B', 'longFmt': '28,896,317,440'}",3683222633,uni-president
1799.HK,"Xinte Energy Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 28814499840, 'fmt': '28.814B', 'longFmt': '28,814,499,840'}",3672793884,xinte
0564.HK,Zhengzhou Coal Mining Machinery Group Company Limited,EQUITY,HKD,hongkong,"{'raw': 28649138176, 'fmt': '28.649B', 'longFmt': '28,649,138,176'}",3651716326,"zhengzhou,coal"
0867.HK,China Medical System Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 28451436544, 'fmt': '28.451B', 'longFmt': '28,451,436,544'}",3626516605,"china,medical"
0317.HK,CSSC Offshore & Marine Engineering (Group) Company Limited,EQUITY,HKD,hongkong,"{'raw': 28185589760, 'fmt': '28.186B', 'longFmt': '28,185,589,760'}",3592630872,cssc
1910.HK,Samsonite International S.A.,EQUITY,HKD,hongkong,"{'raw': 27922659328, 'fmt': '27.923B', 'longFmt': '27,922,659,328'}",3559116868,"samsonite,international"
3918.HK,NagaCorp Ltd.,EQUITY,HKD,hongkong,"{'raw': 27912693760, 'fmt': '27.913B', 'longFmt': '27,912,693,760'}",3557846623,nagacorp
1368.HK,Xtep International Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 27507728384, 'fmt': '27.508B', 'longFmt': '27,507,728,384'}",3506228362,xtep
9992.HK,Pop Mart International Group Limited,EQUITY,HKD,hongkong,"{'raw': 27168761856, 'fmt': '27.169B', 'longFmt': '27,168,761,856'}",3463022539,"pop,mart"
3331.HK,Vinda International Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 26833143808, 'fmt': '26.833B', 'longFmt': '26,833,143,808'}",3420243524,vinda
2009.HK,BBMG Corporation,EQUITY,HKD,hongkong,"{'raw': 27025123328, 'fmt': '27.025B', 'longFmt': '27,025,123,328'}",3444713885,bbmg
0598.HK,Sinotrans Limited,EQUITY,HKD,hongkong,"{'raw': 26768281600, 'fmt': '26.768B', 'longFmt': '26,768,281,600'}",3411975967,sinotrans
0754.HK,Hopson Development Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 26746265600, 'fmt': '26.746B', 'longFmt': '26,746,265,600'}",3409169733,hopson
3360.HK,Far East Horizon Limited,EQUITY,HKD,hongkong,"{'raw': 26358480896, 'fmt': '26.358B', 'longFmt': '26,358,480,896'}",3359741379,"far,east,horizon"
0576.HK,"Zhejiang Expressway Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 26319247360, 'fmt': '26.319B', 'longFmt': '26,319,247,360'}",3354740540,"zhejiang,expressway"
6078.HK,"Hygeia Healthcare Holdings Co., Limited",EQUITY,HKD,hongkong,"{'raw': 26179932160, 'fmt': '26.18B', 'longFmt': '26,179,932,160'}",3336982952,"hygeia,healthcare"
0425.HK,Minth Group Limited,EQUITY,HKD,hongkong,"{'raw': 26131501056, 'fmt': '26.132B', 'longFmt': '26,131,501,056'}",3330809759,minth
0683.HK,Kerry Properties Limited,EQUITY,HKD,hongkong,"{'raw': 25869807616, 'fmt': '25.87B', 'longFmt': '25,869,807,616'}",3297453425,"kerry,properties"
0023.HK,"The Bank of East Asia, Limited",EQUITY,HKD,hongkong,"{'raw': 25675556864, 'fmt': '25.676B', 'longFmt': '25,675,556,864'}",3272693566,"bank,of,east"
0631.HK,Sany Heavy Equipment International Holdings Company Limited,EQUITY,HKD,hongkong,"{'raw': 25516830720, 'fmt': '25.517B', 'longFmt': '25,516,830,720'}",3252461793,sany
0522.HK,ASMPT Limited,EQUITY,HKD,hongkong,"{'raw': 25447360512, 'fmt': '25.447B', 'longFmt': '25,447,360,512'}",3243606885,asmpt
0148.HK,Kingboard Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 25224972288, 'fmt': '25.225B', 'longFmt': '25,224,972,288'}",3215260527,kingboard
0053.HK,Guoco Group Limited,EQUITY,HKD,hongkong,"{'raw': 24711731200, 'fmt': '24.712B', 'longFmt': '24,711,731,200'}",3149841077,guoco
1508.HK,China Reinsurance (Group) Corporation,EQUITY,HKD,hongkong,"{'raw': 24638283776, 'fmt': '24.638B', 'longFmt': '24,638,283,776'}",3140479220,"china,reinsurance"
0323.HK,Maanshan Iron & Steel Company Limited,EQUITY,HKD,hongkong,"{'raw': 24595955712, 'fmt': '24.596B', 'longFmt': '24,595,955,712'}",3135083941,maanshan
1999.HK,Man Wah Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 24558688256, 'fmt': '24.559B', 'longFmt': '24,558,688,256'}",3130333705,"man,wah"
3868.HK,Xinyi Energy Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 24522625024, 'fmt': '24.523B', 'longFmt': '24,522,625,024'}",3125736963,"xinyi,energy"
1128.HK,"Wynn Macau, Limited",EQUITY,HKD,hongkong,"{'raw': 24240041984, 'fmt': '24.24B', 'longFmt': '24,240,041,984'}",3089717970,"wynn,macau"
6869.HK,Yangtze Optical Fibre And Cable Joint Stock Limited Company,EQUITY,HKD,hongkong,"{'raw': 24033148928, 'fmt': '24.033B', 'longFmt': '24,033,148,928'}",3063346679,"yangtze,optical"
0884.HK,CIFI Holdings (Group) Co. Ltd.,EQUITY,HKD,hongkong,"{'raw': 23774062592, 'fmt': '23.774B', 'longFmt': '23,774,062,592'}",3030322656,cifi
9922.HK,Jiumaojiu International Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 23871561728, 'fmt': '23.872B', 'longFmt': '23,871,561,728'}",3042750227,jiumaojiu
2799.HK,"China Huarong Asset Management Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 24074010624, 'fmt': '24.074B', 'longFmt': '24,074,010,624'}",3068555050,huarong
1528.HK,Red Star Macalline Group Corporation Ltd.,EQUITY,HKD,hongkong,"{'raw': 23230822400, 'fmt': '23.231B', 'longFmt': '23,230,822,400'}",2961079419,macalline
0014.HK,Hysan Development Company Limited,EQUITY,HKD,hongkong,"{'raw': 23090051072, 'fmt': '23.09B', 'longFmt': '23,090,051,072'}",2943136228,hysan
3808.HK,Sinotruk (Hong Kong) Limited,EQUITY,HKD,hongkong,"{'raw': 22860996608, 'fmt': '22.861B', 'longFmt': '22,860,996,608'}",2913940169,sinotruk
9668.HK,"China Bohai Bank Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 22912980992, 'fmt': '22.913B', 'longFmt': '22,912,980,992'}",2920566275,bohai
0694.HK,Beijing Capital International Airport Company Limited,EQUITY,HKD,hongkong,"{'raw': 22712733696, 'fmt': '22.713B', 'longFmt': '22,712,733,696'}",2895042075,"beijing,capital"
1908.HK,C&D International Investment Group Limited,EQUITY,HKD,hongkong,"{'raw': 22716465152, 'fmt': '22.716B', 'longFmt': '22,716,465,152'}",2895517699,c&d
0467.HK,United Energy Group Limited,EQUITY,HKD,hongkong,"{'raw': 22609313792, 'fmt': '22.609B', 'longFmt': '22,609,313,792'}",2881859823,"united,energy"
9989.HK,"Shenzhen Hepalink Pharmaceutical Group Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 22580987904, 'fmt': '22.581B', 'longFmt': '22,580,987,904'}",2878249310,hepalink
1818.HK,Zhaojin Mining Industry Company Limited,EQUITY,HKD,hongkong,"{'raw': 22500284416, 'fmt': '22.5B', 'longFmt': '22,500,284,416'}",2867962569,zhaojin
6049.HK,"Poly Property Services Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 22354653184, 'fmt': '22.355B', 'longFmt': '22,354,653,184'}",2849399919,"poly,property"
0069.HK,Shangri-La Asia Limited,EQUITY,HKD,hongkong,"{'raw': 22552922112, 'fmt': '22.553B', 'longFmt': '22,552,922,112'}",2874671949,"shangri-la,asia"
1579.HK,Yihai International Holding Ltd.,EQUITY,HKD,hongkong,"{'raw': 22194280448, 'fmt': '22.194B', 'longFmt': '22,194,280,448'}",2828958266,yihai
6699.HK,Angelalign Technology Inc.,EQUITY,HKD,hongkong,"{'raw': 22141442048, 'fmt': '22.141B', 'longFmt': '22,141,442,048'}",2822223304,angelalign
9995.HK,"RemeGen Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 21430368256, 'fmt': '21.43B', 'longFmt': '21,430,368,256'}",2731587427,remegen
2096.HK,Simcere Pharmaceutical Group Limited,EQUITY,HKD,hongkong,"{'raw': 21387032576, 'fmt': '21.387B', 'longFmt': '21,387,032,576'}",2726063714,simcere
2869.HK,Greentown Service Group Co. Ltd.,EQUITY,HKD,hongkong,"{'raw': 21159356416, 'fmt': '21.159B', 'longFmt': '21,159,356,416'}",2697043338,"greentown,service"
6196.HK,"Bank of Zhengzhou Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 21100328960, 'fmt': '21.1B', 'longFmt': '21,100,328,960'}",2689519499,"bank,of,zhengzhou"
3396.HK,Legend Holdings Corporation,EQUITY,HKD,hongkong,"{'raw': 20946884608, 'fmt': '20.947B', 'longFmt': '20,946,884,608'}",2669960961,"legend,holdings"
0817.HK,China Jinmao Holdings Group Limited,EQUITY,HKD,hongkong,"{'raw': 20935694336, 'fmt': '20.936B', 'longFmt': '20,935,694,336'}",2668534611,jinmao
0354.HK,Chinasoft International Limited,EQUITY,HKD,hongkong,"{'raw': 20908687360, 'fmt': '20.909B', 'longFmt': '20,908,687,360'}",2665092210,chinasoft
1268.HK,China MeiDong Auto Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 20866035712, 'fmt': '20.866B', 'longFmt': '20,866,035,712'}",2659655686,meidong
3866.HK,"Bank of Qingdao Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 20705556480, 'fmt': '20.706B', 'longFmt': '20,705,556,480'}",2639200459,"bank,of,qingdao"
9926.HK,"Akeso, Inc.",EQUITY,HKD,hongkong,"{'raw': 20395632640, 'fmt': '20.396B', 'longFmt': '20,395,632,640'}",2599696515,akeso
2778.HK,Champion Real Estate Investment Trust,EQUITY,HKD,hongkong,"{'raw': 20247205888, 'fmt': '20.247B', 'longFmt': '20,247,205,888'}",2580777538,"champion,real"
1797.HK,Koolearn Technology Holding Limited,EQUITY,HKD,hongkong,"{'raw': 20364652544, 'fmt': '20.365B', 'longFmt': '20,364,652,544'}",2595747687,koolearn
6808.HK,Sun Art Retail Group Limited,EQUITY,HKD,hongkong,"{'raw': 19651780608, 'fmt': '19.652B', 'longFmt': '19,651,780,608'}",2504882612,"sun,art"
0548.HK,Shenzhen Expressway Corporation Limited,EQUITY,HKD,hongkong,"{'raw': 19455348736, 'fmt': '19.455B', 'longFmt': '19,455,348,736'}",2479844740,"shenzhen,expressway"
1208.HK,MMG Limited,EQUITY,HKD,hongkong,"{'raw': 19438041088, 'fmt': '19.438B', 'longFmt': '19,438,041,088'}",2477638648,mmg
0921.HK,"Hisense Home Appliances Group Co., Ltd.",EQUITY,HKD,hongkong,"{'raw': 19416285184, 'fmt': '19.416B', 'longFmt': '19,416,285,184'}",2474865567,hisense
0551.HK,Yue Yuen Industrial (Holdings) Limited,EQUITY,HKD,hongkong,"{'raw': 19184941056, 'fmt': '19.185B', 'longFmt': '19,184,941,056'}",2445377659,yue
0136.HK,China Ruyi Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 19083485184, 'fmt': '19.083B', 'longFmt': '19,083,485,184'}",2432445750,ruyi
0189.HK,Dongyue Group Limited,EQUITY,HKD,hongkong,"{'raw': 18785732608, 'fmt': '18.786B', 'longFmt': '18,785,732,608'}",2394493197,dongyue
0412.HK,Shandong Hi-Speed Holdings Group Limited,EQUITY,HKD,hongkong,"{'raw': 18729506816, 'fmt': '18.73B', 'longFmt': '18,729,506,816'}",2387326466,hi-speed
3633.HK,Zhongyu Energy Holdings Limited,EQUITY,HKD,hongkong,"{'raw': 18646599680, 'fmt': '18.647B', 'longFmt': '18,646,599,680'}",2376758842,zhongyu
